Date,Sales,Expenses,Region,Customer_Satisfaction_Score,Website_Visits,Ad_Spend,Product_Category,Profit
02-02-2023 16:00,1762,2003,West,71,1018,377,Clothing,-241
02-02-2023 17:00,2202,2769,North,76,1712,439,Groceries,-567
02-02-2023 18:00,2205,1679,West,83,1094,914,Groceries,526
02-02-2023 19:00,1663,1153,West,70,1874,713,Electronics,510
02-02-2023 20:00,1024,2975,East,64,782,179,Furniture,-1951
02-02-2023 21:00,2990,1681,East,54,1680,805,Furniture,1309
02-02-2023 22:00,2203,1476,South,87,1098,892,Furniture,727
02-02-2023 23:00,1709,1939,South,66,647,702,Electronics,-230
03-02-2023 00:00,4572,2918,South,57,569,166,Groceries,1654
03-02-2023 01:00,2879,1867,West,68,1893,314,Electronics,1012
03-02-2023 02:00,2184,728,West,54,733,515,Furniture,1456
03-02-2023 03:00,3224,2827,South,72,1178,244,Clothing,397
03-02-2023 04:00,1284,2393,North,68,1135,651,Furniture,-1109
03-02-2023 05:00,1062,1813,North,63,966,823,Furniture,-751
03-02-2023 06:00,2002,1570,West,59,1056,385,Groceries,432
03-02-2023 07:00,1661,1474,North,80,1393,670,Furniture,187
03-02-2023 08:00,3713,2238,North,62,1335,639,Furniture,1475
03-02-2023 09:00,3203,1257,South,71,1810,146,Groceries,1946
03-02-2023 10:00,4953,820,North,86,1117,336,Furniture,4133
03-02-2023 11:00,2492,2821,North,88,1817,216,Furniture,-329
03-02-2023 12:00,4120,1055,West,59,633,250,Groceries,3065
03-02-2023 13:00,1966,1343,West,80,507,182,Clothing,623
03-02-2023 14:00,1848,1836,West,92,527,156,Groceries,12
03-02-2023 15:00,2107,1886,North,84,1282,828,Furniture,221
03-02-2023 16:00,4432,1167,South,62,1833,484,Electronics,3265
03-02-2023 17:00,1688,2927,East,79,1040,319,Clothing,-1239
03-02-2023 18:00,1147,2442,West,83,1126,384,Groceries,-1295
03-02-2023 19:00,4701,2504,West,85,1557,853,Clothing,2197
03-02-2023 20:00,1341,2430,West,84,506,533,Clothing,-1089
03-02-2023 21:00,3523,1245,South,96,539,419,Electronics,2278
03-02-2023 22:00,2086,1174,East,53,1853,710,Electronics,912
03-02-2023 23:00,2724,2663,East,53,1408,341,Electronics,61
04-02-2023 00:00,2383,1565,West,96,561,564,Furniture,818
04-02-2023 01:00,3608,2926,North,55,1609,302,Groceries,682
04-02-2023 02:00,1326,2827,West,77,1639,648,Furniture,-1501
04-02-2023 03:00,2792,1117,West,79,1820,857,Groceries,1675
04-02-2023 04:00,2759,2665,North,76,878,544,Furniture,94
04-02-2023 05:00,4212,2856,North,54,821,739,Furniture,1356
04-02-2023 06:00,1989,2647,West,93,1232,234,Electronics,-658
04-02-2023 07:00,3262,2808,South,88,1918,957,Furniture,454
04-02-2023 08:00,3482,1492,South,84,1880,954,Electronics,1990
04-02-2023 09:00,4962,1828,North,88,1338,675,Groceries,3134
04-02-2023 10:00,1951,1877,West,93,918,885,Electronics,74
04-02-2023 11:00,1722,785,South,64,1859,640,Clothing,937
04-02-2023 12:00,4389,2875,West,68,519,586,Clothing,1514
04-02-2023 13:00,3079,2610,West,79,911,981,Furniture,469
04-02-2023 14:00,3717,1186,West,87,1048,837,Clothing,2531
04-02-2023 15:00,3332,1805,South,81,1782,671,Groceries,1527
04-02-2023 16:00,4376,1964,East,89,1104,585,Furniture,2412
04-02-2023 17:00,1428,1237,West,78,856,665,Electronics,191
04-02-2023 18:00,2500,2458,South,55,700,939,Furniture,42
04-02-2023 19:00,1285,2394,East,75,1934,760,Furniture,-1109
04-02-2023 20:00,4215,1985,North,76,1811,504,Clothing,2230
04-02-2023 21:00,4495,2600,South,84,1571,669,Furniture,1895
04-02-2023 22:00,4090,985,East,77,1264,532,Groceries,3105
04-02-2023 23:00,3065,2013,South,54,1893,647,Furniture,1052
05-02-2023 00:00,1768,2501,East,90,730,756,Electronics,-733
05-02-2023 01:00,3637,1887,East,97,1618,349,Electronics,1750
05-02-2023 02:00,2394,2956,South,65,802,179,Clothing,-562
05-02-2023 03:00,4246,1530,North,90,1741,114,Furniture,2716
05-02-2023 04:00,4057,2265,West,67,886,139,Electronics,1792
05-02-2023 05:00,1193,1167,East,62,1214,180,Furniture,26
05-02-2023 06:00,3549,1720,West,92,1424,609,Furniture,1829
05-02-2023 07:00,1987,1334,North,74,1614,406,Electronics,653
05-02-2023 08:00,2136,1375,West,59,557,804,Furniture,761
05-02-2023 09:00,3161,2914,West,78,933,496,Clothing,247
05-02-2023 10:00,4293,1501,South,59,1021,777,Clothing,2792
05-02-2023 11:00,2701,749,South,55,1267,964,Electronics,1952
05-02-2023 12:00,1946,2439,North,65,1328,303,Groceries,-493
05-02-2023 13:00,1830,2118,South,74,982,310,Groceries,-288
05-02-2023 14:00,4715,1763,East,93,866,498,Furniture,2952
05-02-2023 15:00,2920,2927,North,53,1388,472,Clothing,-7
05-02-2023 16:00,4335,1371,South,86,1930,488,Electronics,2964
05-02-2023 17:00,3972,1334,South,83,1854,357,Clothing,2638
05-02-2023 18:00,1054,1418,North,68,1758,214,Groceries,-364
05-02-2023 19:00,4942,2224,East,82,1382,433,Groceries,2718
05-02-2023 20:00,4714,2913,North,53,910,448,Furniture,1801
05-02-2023 21:00,1799,1813,South,93,682,332,Electronics,-14
05-02-2023 22:00,1777,2397,South,83,1810,608,Furniture,-620
05-02-2023 23:00,2481,902,North,61,1646,548,Clothing,1579
06-02-2023 00:00,2901,2605,East,80,657,176,Clothing,296
06-02-2023 01:00,3209,1827,East,65,1846,927,Groceries,1382
06-02-2023 02:00,4451,1638,West,51,512,707,Furniture,2813
06-02-2023 03:00,3134,709,East,98,1065,197,Clothing,2425
06-02-2023 04:00,1054,1564,North,51,1371,667,Clothing,-510
06-02-2023 05:00,4547,1315,East,85,1054,729,Clothing,3232
06-02-2023 06:00,2823,2720,East,55,1177,561,Electronics,103
06-02-2023 07:00,2201,733,West,72,1362,599,Groceries,1468
06-02-2023 08:00,4462,1292,East,88,1117,730,Furniture,3170
06-02-2023 09:00,4420,2407,West,96,703,137,Clothing,2013
06-02-2023 10:00,4079,2113,West,93,1456,796,Electronics,1966
06-02-2023 11:00,1832,2666,East,86,801,457,Clothing,-834
06-02-2023 12:00,1312,834,South,95,1566,341,Clothing,478
06-02-2023 13:00,3806,1859,North,65,1294,150,Groceries,1947
06-02-2023 14:00,2858,2139,North,92,1096,524,Electronics,719
06-02-2023 15:00,3007,1597,East,93,1228,226,Clothing,1410
06-02-2023 16:00,3006,1714,North,68,1005,202,Groceries,1292
06-02-2023 17:00,3490,823,North,98,1138,576,Electronics,2667
06-02-2023 18:00,2790,2290,West,73,690,328,Clothing,500
06-02-2023 19:00,1327,783,South,76,1398,822,Furniture,544
06-02-2023 20:00,4125,712,North,56,559,535,Groceries,3413
06-02-2023 21:00,3808,2158,South,79,1989,484,Clothing,1650
06-02-2023 22:00,4310,2241,North,90,1902,184,Clothing,2069
06-02-2023 23:00,4300,1428,South,63,1952,458,Electronics,2872
07-02-2023 00:00,3626,1251,South,93,561,885,Furniture,2375
07-02-2023 01:00,4122,1917,North,64,801,126,Groceries,2205
07-02-2023 02:00,4680,2886,West,61,1137,959,Electronics,1794
07-02-2023 03:00,4675,2321,South,78,1498,171,Clothing,2354
07-02-2023 04:00,4054,1545,South,72,671,194,Groceries,2509
07-02-2023 05:00,2287,2294,North,62,562,687,Clothing,-7
07-02-2023 06:00,4489,2392,South,58,1271,525,Clothing,2097
07-02-2023 07:00,4874,604,South,73,515,105,Furniture,4270
07-02-2023 08:00,3143,1989,West,88,1190,189,Clothing,1154
07-02-2023 09:00,2111,1982,South,79,1341,691,Groceries,129
07-02-2023 10:00,4149,1955,West,50,1624,321,Clothing,2194
07-02-2023 11:00,2311,1269,South,59,1699,694,Groceries,1042
07-02-2023 12:00,4191,2459,South,87,1716,693,Furniture,1732
07-02-2023 13:00,3861,2527,West,96,1398,251,Clothing,1334
07-02-2023 14:00,3538,878,West,64,1796,656,Electronics,2660
07-02-2023 15:00,4983,1212,East,58,1990,311,Groceries,3771
07-02-2023 16:00,1451,1872,South,62,1432,682,Clothing,-421
07-02-2023 17:00,2523,724,West,72,674,362,Electronics,1799
07-02-2023 18:00,1164,2237,South,82,1757,481,Groceries,-1073
07-02-2023 19:00,1181,1237,South,58,1739,669,Electronics,-56
07-02-2023 20:00,3516,735,South,52,916,156,Clothing,2781
07-02-2023 21:00,1909,682,North,79,950,525,Furniture,1227
07-02-2023 22:00,3782,1211,East,58,1335,722,Furniture,2571
07-02-2023 23:00,1822,2392,North,74,779,241,Electronics,-570
08-02-2023 00:00,1943,2991,East,96,743,667,Clothing,-1048
08-02-2023 01:00,3001,2388,South,73,1174,623,Clothing,613
08-02-2023 02:00,3054,1122,South,81,645,960,Groceries,1932
08-02-2023 03:00,1329,1759,West,56,1590,114,Clothing,-430
08-02-2023 04:00,1774,1650,East,85,602,107,Furniture,124
08-02-2023 05:00,4744,1248,East,74,809,330,Clothing,3496
08-02-2023 06:00,3198,2702,North,69,616,285,Groceries,496
08-02-2023 07:00,4156,2804,East,66,1995,152,Groceries,1352
08-02-2023 08:00,1146,2782,South,85,1262,236,Clothing,-1636
08-02-2023 09:00,4695,2836,West,75,1844,273,Clothing,1859
08-02-2023 10:00,4452,1009,North,68,1958,959,Groceries,3443
08-02-2023 11:00,1914,2075,West,86,1893,318,Groceries,-161
08-02-2023 12:00,2571,2323,East,97,1237,362,Electronics,248
08-02-2023 13:00,2308,1284,East,52,686,354,Furniture,1024
08-02-2023 14:00,3747,2845,North,92,1284,911,Furniture,902
08-02-2023 15:00,1081,636,East,77,1992,369,Electronics,445
08-02-2023 16:00,1513,2923,West,71,1206,686,Electronics,-1410
08-02-2023 17:00,2920,2634,South,96,1375,323,Furniture,286
08-02-2023 18:00,3862,2277,North,68,1295,982,Groceries,1585
08-02-2023 19:00,3756,1722,East,95,972,703,Furniture,2034
08-02-2023 20:00,2939,2984,West,65,1055,233,Groceries,-45
08-02-2023 21:00,4594,1833,South,55,1977,262,Furniture,2761
08-02-2023 22:00,1745,2277,East,86,1969,809,Groceries,-532
08-02-2023 23:00,4070,1804,North,80,1181,800,Furniture,2266
09-02-2023 00:00,2409,1263,East,98,593,172,Electronics,1146
09-02-2023 01:00,1706,1201,East,97,1235,997,Clothing,505
09-02-2023 02:00,1470,651,East,83,1289,817,Clothing,819
09-02-2023 03:00,4190,1825,South,80,537,642,Clothing,2365
09-02-2023 04:00,1395,1801,South,60,1281,993,Groceries,-406
09-02-2023 05:00,2555,2211,East,85,981,730,Clothing,344
09-02-2023 06:00,3308,1531,East,55,610,894,Furniture,1777
09-02-2023 07:00,1804,1306,North,76,909,583,Clothing,498
09-02-2023 08:00,1933,734,East,56,1691,977,Groceries,1199
09-02-2023 09:00,2279,1060,West,98,896,770,Groceries,1219
09-02-2023 10:00,2757,1825,West,81,1650,354,Groceries,932
09-02-2023 11:00,1904,537,North,57,541,856,Furniture,1367
09-02-2023 12:00,4297,1659,South,82,540,717,Groceries,2638
09-02-2023 13:00,2076,920,East,96,898,297,Furniture,1156
09-02-2023 14:00,3987,1742,North,93,681,526,Groceries,2245
09-02-2023 15:00,2890,847,South,64,1704,592,Electronics,2043
09-02-2023 16:00,2523,2331,North,76,1243,731,Groceries,192
09-02-2023 17:00,4577,2069,South,79,1217,181,Clothing,2508
09-02-2023 18:00,3901,2418,East,71,963,407,Clothing,1483
09-02-2023 19:00,2387,2820,North,96,1573,881,Electronics,-433
09-02-2023 20:00,2303,2401,East,78,1931,798,Groceries,-98
09-02-2023 21:00,1592,2855,North,90,1924,887,Clothing,-1263
09-02-2023 22:00,3761,1897,South,97,1669,473,Clothing,1864
09-02-2023 23:00,4229,2324,North,79,797,663,Furniture,1905
10-02-2023 00:00,3679,2991,West,51,644,558,Furniture,688
10-02-2023 01:00,3106,1728,West,64,515,600,Groceries,1378
10-02-2023 02:00,4798,904,North,96,1608,456,Electronics,3894
10-02-2023 03:00,1127,2221,West,76,1739,395,Groceries,-1094
10-02-2023 04:00,1735,1720,East,56,1575,679,Furniture,15
10-02-2023 05:00,3768,614,West,76,606,399,Furniture,3154
10-02-2023 06:00,4953,2176,West,70,718,745,Groceries,2777
10-02-2023 07:00,4186,564,East,62,1434,442,Groceries,3622
10-02-2023 08:00,4280,1799,East,66,836,219,Groceries,2481
10-02-2023 09:00,3573,1324,South,60,1420,668,Groceries,2249
10-02-2023 10:00,1520,2786,East,59,870,285,Electronics,-1266
10-02-2023 11:00,3599,2849,North,82,1497,683,Clothing,750
10-02-2023 12:00,1236,1915,West,63,1309,257,Groceries,-679
10-02-2023 13:00,2304,1468,South,86,753,327,Clothing,836
10-02-2023 14:00,4430,868,East,57,1928,407,Furniture,3562
10-02-2023 15:00,4272,732,West,82,1079,333,Clothing,3540
10-02-2023 16:00,2781,2742,North,56,1135,110,Groceries,39
10-02-2023 17:00,2301,1406,North,83,1553,274,Clothing,895
10-02-2023 18:00,4306,1420,South,56,684,872,Groceries,2886
10-02-2023 19:00,3541,1188,North,56,1812,742,Groceries,2353
10-02-2023 20:00,3051,676,West,90,1882,997,Furniture,2375
10-02-2023 21:00,3713,2764,East,85,973,101,Groceries,949
10-02-2023 22:00,1441,1534,North,56,1484,860,Furniture,-93
10-02-2023 23:00,3076,1969,East,69,1923,811,Electronics,1107
11-02-2023 00:00,4180,1129,West,67,1483,281,Groceries,3051
11-02-2023 01:00,3657,663,West,94,1656,449,Furniture,2994
11-02-2023 02:00,4798,2600,East,92,1001,738,Furniture,2198
11-02-2023 03:00,1804,2765,West,90,1373,481,Groceries,-961
11-02-2023 04:00,1074,1323,South,63,1600,396,Clothing,-249
11-02-2023 05:00,3885,2932,North,89,849,296,Furniture,953
11-02-2023 06:00,4217,555,South,63,559,385,Electronics,3662
11-02-2023 07:00,3175,617,South,70,1978,655,Clothing,2558
11-02-2023 08:00,4924,1297,South,98,1378,621,Clothing,3627
11-02-2023 09:00,3089,1279,East,76,964,324,Groceries,1810
11-02-2023 10:00,2379,1938,East,95,810,827,Furniture,441
11-02-2023 11:00,1040,2393,West,75,1614,822,Electronics,-1353
11-02-2023 12:00,3981,1207,East,76,1430,385,Furniture,2774
11-02-2023 13:00,3081,1603,West,73,1464,828,Electronics,1478
11-02-2023 14:00,4088,521,East,54,1821,430,Furniture,3567
11-02-2023 15:00,2700,2000,West,91,1848,660,Groceries,700
11-02-2023 16:00,4224,1342,North,87,779,262,Electronics,2882
11-02-2023 17:00,4045,2260,West,77,1210,292,Groceries,1785
11-02-2023 18:00,2401,1616,North,91,1466,244,Furniture,785
11-02-2023 19:00,1587,691,West,92,1641,770,Electronics,896
11-02-2023 20:00,2622,1518,East,81,1194,937,Electronics,1104
11-02-2023 21:00,4700,1626,East,73,1409,791,Furniture,3074
11-02-2023 22:00,4945,895,North,55,1066,637,Groceries,4050
11-02-2023 23:00,1341,1518,South,59,770,711,Electronics,-177
12-02-2023 00:00,3074,1066,South,95,1624,722,Electronics,2008
12-02-2023 01:00,4896,730,West,52,1911,369,Electronics,4166
12-02-2023 02:00,4358,1373,East,56,1809,150,Furniture,2985
12-02-2023 03:00,1645,739,South,78,1479,626,Clothing,906
12-02-2023 04:00,1730,589,East,83,1576,227,Furniture,1141
12-02-2023 05:00,1167,2779,East,56,1340,751,Groceries,-1612
12-02-2023 06:00,1609,956,East,66,1503,853,Clothing,653
12-02-2023 07:00,3315,2780,West,62,739,145,Electronics,535
12-02-2023 08:00,2772,853,North,70,1737,333,Electronics,1919
12-02-2023 09:00,3040,1504,West,80,860,547,Clothing,1536
12-02-2023 10:00,3868,1856,South,58,1887,683,Electronics,2012
12-02-2023 11:00,1454,938,North,94,1233,542,Electronics,516
12-02-2023 12:00,3953,1898,South,96,1351,602,Furniture,2055
12-02-2023 13:00,2708,844,North,62,1359,706,Furniture,1864
12-02-2023 14:00,4472,1156,North,66,1200,384,Groceries,3316
12-02-2023 15:00,3969,2677,West,57,1850,231,Electronics,1292
12-02-2023 16:00,4028,2688,East,58,1335,575,Groceries,1340
12-02-2023 17:00,4547,2962,East,58,1999,892,Groceries,1585
12-02-2023 18:00,1701,1616,North,89,1322,643,Clothing,85
12-02-2023 19:00,3681,1125,West,97,596,455,Clothing,2556
12-02-2023 20:00,4629,783,South,79,826,136,Electronics,3846
12-02-2023 21:00,2599,2479,South,56,572,737,Clothing,120
12-02-2023 22:00,1129,2178,East,66,1493,237,Groceries,-1049
12-02-2023 23:00,4067,722,East,88,1779,521,Furniture,3345
13-02-2023 00:00,2845,1243,South,87,1693,544,Clothing,1602
13-02-2023 01:00,2386,962,South,54,1493,711,Groceries,1424
13-02-2023 02:00,4776,2068,West,66,832,341,Clothing,2708
13-02-2023 03:00,3866,2205,South,89,1680,344,Electronics,1661
13-02-2023 04:00,1692,1663,West,50,1942,638,Clothing,29
13-02-2023 05:00,4363,2904,East,65,957,308,Furniture,1459
13-02-2023 06:00,2394,2236,South,66,1233,556,Electronics,158
13-02-2023 07:00,1793,1546,East,79,1375,198,Clothing,247
13-02-2023 08:00,1028,1164,North,80,1357,601,Furniture,-136
13-02-2023 09:00,1148,1856,North,84,598,236,Groceries,-708
13-02-2023 10:00,4850,1514,North,94,1231,286,Clothing,3336
13-02-2023 11:00,2319,2632,South,57,1424,135,Clothing,-313
13-02-2023 12:00,3058,1554,East,97,743,729,Groceries,1504
13-02-2023 13:00,4583,2264,South,79,1964,769,Groceries,2319
13-02-2023 14:00,3723,2787,East,88,1717,578,Clothing,936
13-02-2023 15:00,2136,2413,West,70,1898,886,Furniture,-277
13-02-2023 16:00,1186,862,South,64,1161,780,Groceries,324
13-02-2023 17:00,3854,1912,North,83,1505,154,Groceries,1942
13-02-2023 18:00,3791,1167,West,76,866,570,Furniture,2624
13-02-2023 19:00,2250,2380,East,51,1678,183,Clothing,-130
13-02-2023 20:00,2333,1894,South,59,998,105,Electronics,439
13-02-2023 21:00,1097,598,East,54,1981,990,Clothing,499
13-02-2023 22:00,1054,2594,East,76,612,462,Clothing,-1540
13-02-2023 23:00,3670,921,South,53,1444,955,Electronics,2749
14-02-2023 00:00,3711,2003,South,96,1547,867,Clothing,1708
14-02-2023 01:00,1757,561,East,62,782,809,Clothing,1196
14-02-2023 02:00,1405,1632,East,66,1815,763,Groceries,-227
14-02-2023 03:00,3116,2202,West,70,1886,929,Furniture,914
14-02-2023 04:00,4383,1097,North,72,900,269,Clothing,3286
14-02-2023 05:00,2312,891,East,82,1067,859,Electronics,1421
14-02-2023 06:00,2785,1575,North,99,1789,348,Electronics,1210
14-02-2023 07:00,4619,1812,West,64,1577,761,Groceries,2807
14-02-2023 08:00,1750,2529,North,63,1213,309,Clothing,-779
14-02-2023 09:00,4219,2884,North,58,921,839,Clothing,1335
14-02-2023 10:00,4538,1309,West,93,1348,343,Clothing,3229
14-02-2023 11:00,2762,1905,East,86,1997,240,Clothing,857
14-02-2023 12:00,4315,1659,North,79,1766,731,Electronics,2656
14-02-2023 13:00,4562,2031,East,78,1877,904,Electronics,2531
14-02-2023 14:00,4920,1885,East,72,1911,279,Groceries,3035
14-02-2023 15:00,4005,1380,South,83,1701,736,Clothing,2625
14-02-2023 16:00,4578,2099,East,56,974,853,Electronics,2479
14-02-2023 17:00,1364,753,East,58,904,823,Clothing,611
14-02-2023 18:00,3026,2567,North,99,535,116,Furniture,459
14-02-2023 19:00,1481,1668,East,53,857,115,Furniture,-187
14-02-2023 20:00,3248,1731,East,51,1057,484,Electronics,1517
14-02-2023 21:00,1153,2923,South,76,1850,440,Furniture,-1770
14-02-2023 22:00,4521,665,South,82,1567,992,Furniture,3856
14-02-2023 23:00,2524,2073,North,81,819,868,Electronics,451
15-02-2023 00:00,3120,1116,North,93,1237,897,Groceries,2004
15-02-2023 01:00,3760,2125,South,94,1157,891,Furniture,1635
15-02-2023 02:00,3343,1002,South,95,971,145,Clothing,2341
15-02-2023 03:00,2040,1412,West,86,1792,603,Furniture,628
15-02-2023 04:00,2664,2626,East,76,1024,869,Groceries,38
15-02-2023 05:00,2240,1084,North,77,524,242,Groceries,1156
15-02-2023 06:00,1060,2458,North,52,1139,384,Groceries,-1398
15-02-2023 07:00,1938,895,East,85,1680,454,Groceries,1043
15-02-2023 08:00,2639,2131,East,98,1375,929,Groceries,508
15-02-2023 09:00,3089,2380,North,92,1708,624,Furniture,709
15-02-2023 10:00,1024,901,South,57,673,932,Furniture,123
15-02-2023 11:00,2062,1474,South,93,1917,656,Furniture,588
15-02-2023 12:00,4874,723,East,99,685,146,Furniture,4151
15-02-2023 13:00,1130,1017,North,99,1804,627,Groceries,113
15-02-2023 14:00,4569,735,East,90,1500,993,Groceries,3834
15-02-2023 15:00,2252,615,South,86,1818,206,Clothing,1637
15-02-2023 16:00,1107,725,West,98,1027,102,Furniture,382
15-02-2023 17:00,1171,2777,West,94,1711,715,Groceries,-1606
15-02-2023 18:00,2458,681,South,87,1935,194,Clothing,1777
15-02-2023 19:00,4549,1841,East,71,1471,232,Clothing,2708
15-02-2023 20:00,1101,709,West,63,1183,959,Electronics,392
15-02-2023 21:00,3913,1915,South,64,685,882,Furniture,1998
15-02-2023 22:00,3571,2643,North,95,1074,300,Groceries,928
15-02-2023 23:00,3322,1393,East,53,1824,353,Furniture,1929
16-02-2023 00:00,2636,2381,East,67,808,282,Clothing,255
16-02-2023 01:00,4115,1609,West,50,1712,249,Furniture,2506
16-02-2023 02:00,3864,2962,East,61,1934,648,Electronics,902
16-02-2023 03:00,4004,2526,West,90,1037,589,Electronics,1478
16-02-2023 04:00,2040,893,West,91,1910,604,Groceries,1147
16-02-2023 05:00,1329,1343,South,99,1357,512,Groceries,-14
16-02-2023 06:00,4640,2024,West,66,692,937,Groceries,2616
16-02-2023 07:00,4894,1103,North,68,1686,607,Groceries,3791
16-02-2023 08:00,2520,1081,East,85,552,750,Furniture,1439
16-02-2023 09:00,4886,2542,West,97,974,711,Furniture,2344
16-02-2023 10:00,1011,2439,East,56,673,503,Clothing,-1428
16-02-2023 11:00,2341,632,West,58,1719,335,Clothing,1709
16-02-2023 12:00,4663,2768,South,57,1734,695,Groceries,1895
16-02-2023 13:00,1215,1475,North,74,1199,958,Furniture,-260
16-02-2023 14:00,1338,2313,East,56,889,644,Groceries,-975
16-02-2023 15:00,2799,2043,South,91,1831,732,Clothing,756
16-02-2023 16:00,3708,1857,East,57,956,641,Furniture,1851
16-02-2023 17:00,4152,538,South,73,1854,533,Groceries,3614
16-02-2023 18:00,2750,1816,North,66,1852,645,Electronics,934
16-02-2023 19:00,2508,661,West,61,1552,744,Clothing,1847
16-02-2023 20:00,3421,2409,South,95,621,307,Electronics,1012
16-02-2023 21:00,4023,1627,East,80,1981,239,Electronics,2396
16-02-2023 22:00,1709,2708,East,61,917,687,Furniture,-999
16-02-2023 23:00,2223,2158,South,51,658,686,Electronics,65
17-02-2023 00:00,4608,2463,North,61,1097,919,Electronics,2145
17-02-2023 01:00,3513,1557,North,76,1015,406,Groceries,1956
17-02-2023 02:00,2112,2789,West,95,1525,669,Furniture,-677
17-02-2023 03:00,2291,1466,West,56,1825,197,Groceries,825
17-02-2023 04:00,4726,1389,East,62,1602,224,Groceries,3337
17-02-2023 05:00,4642,2660,East,85,1158,448,Groceries,1982
17-02-2023 06:00,4993,2865,West,50,1177,233,Furniture,2128
17-02-2023 07:00,1488,2570,West,98,814,325,Clothing,-1082
17-02-2023 08:00,4948,2166,West,84,827,811,Furniture,2782
17-02-2023 09:00,2561,1941,South,79,775,648,Groceries,620
17-02-2023 10:00,1046,1567,West,80,1215,749,Clothing,-521
17-02-2023 11:00,4359,627,South,66,951,819,Electronics,3732
17-02-2023 12:00,1777,657,South,57,985,805,Clothing,1120
17-02-2023 13:00,2039,1326,West,52,1630,667,Furniture,713
17-02-2023 14:00,1710,2390,North,59,1066,438,Groceries,-680
17-02-2023 15:00,1400,1011,North,83,745,938,Electronics,389
17-02-2023 16:00,4990,2592,East,71,1434,421,Electronics,2398
17-02-2023 17:00,2817,2766,West,53,1388,912,Groceries,51
17-02-2023 18:00,4028,942,East,81,663,186,Electronics,3086
17-02-2023 19:00,4157,2862,West,78,1026,194,Electronics,1295
17-02-2023 20:00,1249,2724,East,95,500,295,Electronics,-1475
17-02-2023 21:00,1390,2775,South,60,1362,291,Furniture,-1385
17-02-2023 22:00,4853,2226,West,95,636,755,Clothing,2627
17-02-2023 23:00,1334,2506,North,62,650,621,Furniture,-1172
18-02-2023 00:00,1628,2195,West,53,1703,852,Electronics,-567
18-02-2023 01:00,4590,766,East,51,1503,760,Furniture,3824
18-02-2023 02:00,1136,1337,East,83,1541,751,Electronics,-201
18-02-2023 03:00,3930,988,East,92,1748,112,Furniture,2942
18-02-2023 04:00,3735,1201,East,71,1628,353,Clothing,2534
18-02-2023 05:00,4911,1186,East,54,1498,180,Groceries,3725
18-02-2023 06:00,2521,1495,East,58,1197,821,Clothing,1026
18-02-2023 07:00,1826,856,North,69,1588,472,Furniture,970
18-02-2023 08:00,1726,1371,East,70,832,493,Furniture,355
18-02-2023 09:00,2500,2473,North,66,871,989,Clothing,27
18-02-2023 10:00,3641,2751,West,61,1730,831,Furniture,890
18-02-2023 11:00,4294,1051,South,77,1752,517,Groceries,3243
18-02-2023 12:00,1989,2310,North,67,1080,158,Groceries,-321
18-02-2023 13:00,3419,822,West,52,1665,227,Clothing,2597
18-02-2023 14:00,1934,2728,South,54,1185,916,Electronics,-794
18-02-2023 15:00,4042,582,North,63,1208,873,Groceries,3460
18-02-2023 16:00,1401,2850,North,97,1854,879,Furniture,-1449
18-02-2023 17:00,2466,761,West,75,1427,640,Electronics,1705
18-02-2023 18:00,4561,1283,East,68,1239,432,Groceries,3278
18-02-2023 19:00,1614,1723,North,90,770,991,Electronics,-109
18-02-2023 20:00,2296,1413,North,66,1210,381,Furniture,883
18-02-2023 21:00,4597,1443,West,88,824,679,Clothing,3154
18-02-2023 22:00,2182,1818,East,91,1489,306,Clothing,364
18-02-2023 23:00,4223,2035,South,53,1297,371,Furniture,2188
19-02-2023 00:00,4042,1188,East,91,1419,408,Clothing,2854
19-02-2023 01:00,3667,2943,East,84,1046,502,Furniture,724
19-02-2023 02:00,3235,2272,West,73,1592,274,Clothing,963
19-02-2023 03:00,4884,1338,East,90,1407,317,Groceries,3546
19-02-2023 04:00,2121,1377,West,62,711,771,Clothing,744
19-02-2023 05:00,1130,548,South,82,1905,425,Electronics,582
19-02-2023 06:00,3852,792,North,64,1943,855,Clothing,3060
19-02-2023 07:00,2194,2151,North,64,1096,352,Clothing,43
19-02-2023 08:00,3983,1035,West,80,547,553,Clothing,2948
19-02-2023 09:00,4033,810,West,92,730,288,Clothing,3223
19-02-2023 10:00,1182,1036,East,77,1078,872,Groceries,146
19-02-2023 11:00,4030,2426,East,59,1449,542,Furniture,1604
19-02-2023 12:00,1363,733,North,56,1612,997,Groceries,630
19-02-2023 13:00,1038,1732,North,82,1431,229,Groceries,-694
19-02-2023 14:00,4598,2641,North,56,551,584,Electronics,1957
19-02-2023 15:00,4959,2874,West,54,921,102,Furniture,2085
19-02-2023 16:00,3544,2772,South,75,1110,450,Furniture,772
19-02-2023 17:00,4587,1466,South,65,945,654,Electronics,3121
19-02-2023 18:00,2372,1389,West,57,1460,232,Furniture,983
19-02-2023 19:00,4029,2558,East,71,630,789,Clothing,1471
19-02-2023 20:00,1920,534,South,83,1099,593,Furniture,1386
19-02-2023 21:00,4468,946,East,89,873,365,Electronics,3522
19-02-2023 22:00,3769,2263,North,77,1050,123,Electronics,1506
19-02-2023 23:00,4232,2988,North,95,1029,633,Electronics,1244
20-02-2023 00:00,1015,2058,East,85,1628,956,Electronics,-1043
20-02-2023 01:00,1492,1094,North,96,886,102,Groceries,398
